RUT,Nombre cliente,Dirección cliente,Fecha de Pedido,Número de Orden,Monto Pedido,Fecha de despacho Solicitada,Comuna
21.989.213-7,Cliente Nuevo 21989213,"Calle Bandera 7093, Santiago, Chile",2026-12-03,ORD-CL-202612-000354,230279,2026-12-07,Quinta Normal
9.979.417-9,Cliente 9979417,"Avenida Pajaritos 4330, Santiago, Chile",2026-12-03,ORD-CL-202612-000355,92803,2026-12-06,Santiago
8.827.735-9,Cliente Nuevo 8827735,"Avenida Pajaritos 4700, Santiago, Chile",2026-12-03,ORD-CL-202612-000356,126699,2026-12-05,Santiago
14.630.107-0,Cliente Nuevo 14630107,"Avenida Vitacura 6815, Santiago, Chile",2026-12-03,ORD-CL-202612-000357,282550,2026-12-06,La Reina
15.893.864-7,Cliente 15893864,"Gran Avenida José Miguel Carrera 572, Santiago, Chile",2026-12-03,ORD-CL-202612-000358,242346,2026-12-05,Recoleta
22.383.761-1,Cliente Nuevo 22383761,"Calle Catedral 7236, Santiago, Chile",2026-12-03,ORD-CL-202612-000359,40957,2026-12-06,La Reina
10.772.894-6,Cliente 10772894,"Avenida Pajaritos 1016, Santiago, Chile",2026-12-03,ORD-CL-202612-000360,331402,2026-12-05,San Miguel
19.116.035-0,Cliente 19116035,"Calle Amunátegui 6560, Santiago, Chile",2026-12-03,ORD-CL-202612-000361,158587,2026-12-06,Vitacura
12.356.190-9,Cliente Nuevo 12356190,"Avenida Américo Vespucio 9821, Santiago, Chile",2026-12-03,ORD-CL-202612-000362,141162,2026-12-04,Santiago
22.158.436-1,Cliente 22158436,"Avenida Apoquindo 7890, Santiago, Chile",2026-12-03,ORD-CL-202612-000363,205657,2026-12-05,Estación Central
9.084.968-3,Cliente Nuevo 9084968,"Calle Merced 3073, Santiago, Chile",2026-12-03,ORD-CL-202612-000364,319001,2026-12-05,Santiago
22.359.273-4,Cliente Nuevo 22359273,"Avenida Manuel Montt 8349, Santiago, Chile",2026-12-03,ORD-CL-202612-000365,188264,2026-12-06,Peñalolén
22.805.755-1,Cliente Nuevo 22805755,"Avenida Mapocho 7470, Santiago, Chile",2026-12-03,ORD-CL-202612-000366,134515,2026-12-05,Santiago
18.208.456-5,Cliente 18208456,"Avenida Irarrázaval 2396, Santiago, Chile",2026-12-03,ORD-CL-202612-000367,168860,2026-12-07,Santiago
14.155.365-5,Cliente 14155365,"Avenida Recoleta 5538, Santiago, Chile",2026-12-03,ORD-CL-202612-000368,81849,2026-12-07,Las Condes
5.766.588-6,Cliente Nuevo 5766588,"Avenida Santa Rosa 9461, Santiago, Chile",2026-12-03,ORD-CL-202612-000369,162986,2026-12-06,Santiago
17.225.889-9,Cliente Nuevo 17225889,"Avenida Tobalaba 9535, Santiago, Chile",2026-12-03,ORD-CL-202612-000370,218948,2026-12-05,Peñalolén
14.975.953-4,Cliente Nuevo 14975953,"Avenida Apoquindo 1014, Santiago, Chile",2026-12-03,ORD-CL-202612-000371,265742,2026-12-05,Vitacura
15.297.656-0,Cliente Nuevo 15297656,"Avenida Pajaritos 734, Santiago, Chile",2026-12-03,ORD-CL-202612-000372,82379,2026-12-06,Quinta Normal
17.297.224-8,Cliente 17297224,"Avenida Independencia 9028, Santiago, Chile",2026-12-03,ORD-CL-202612-000373,167789,2026-12-06,Lo Prado
18.429.138-2,Cliente 18429138,"Calle Merced 6618, Santiago, Chile",2026-12-03,ORD-CL-202612-000374,98122,2026-12-06,Santiago
7.894.878-8,Cliente Nuevo 7894878,"Calle Huérfanos 6471, Santiago, Chile",2026-12-03,ORD-CL-202612-000375,79018,2026-12-04,Quinta Normal
15.575.959-7,Cliente 15575959,"Avenida Mapocho 4652, Santiago, Chile",2026-12-03,ORD-CL-202612-000376,49384,2026-12-05,Vitacura
10.436.716-4,Cliente 10436716,"Avenida Manuel Montt 756, Santiago, Chile",2026-12-03,ORD-CL-202612-000377,114231,2026-12-05,Providencia
5.361.421-5,Cliente Nuevo 5361421,"Avenida Mapocho 1540, Santiago, Chile",2026-12-03,ORD-CL-202612-000378,211042,2026-12-06,Peñalolén
8.185.637-4,Cliente 8185637,"Calle Santo Domingo 1982, Santiago, Chile",2026-12-03,ORD-CL-202612-000379,95366,2026-12-07,Estación Central
17.539.021-0,Cliente 17539021,"Calle Huérfanos 438, Santiago, Chile",2026-12-03,ORD-CL-202612-000380,237984,2026-12-06,Santiago
14.150.753-1,Cliente Nuevo 14150753,"Calle Amunátegui 144, Santiago, Chile",2026-12-03,ORD-CL-202612-000381,117083,2026-12-06,Santiago
22.428.951-5,Cliente 22428951,"Avenida Matta 2839, Santiago, Chile",2026-12-03,ORD-CL-202612-000382,277111,2026-12-05,Recoleta
13.477.983-5,Cliente Nuevo 13477983,"Avenida Grecia 6060, Santiago, Chile",2026-12-03,ORD-CL-202612-000383,137673,2026-12-06,Lo Prado
22.017.346-4,Cliente Nuevo 22017346,"Calle San Antonio 4090, Santiago, Chile",2026-12-03,ORD-CL-202612-000384,52773,2026-12-05,Lo Prado
8.605.872-1,Cliente Nuevo 8605872,"Avenida Providencia 3337, Santiago, Chile",2026-12-03,ORD-CL-202612-000385,163480,2026-12-06,Las Condes
17.342.737-7,Cliente Nuevo 17342737,"Avenida Las Condes 5550, Santiago, Chile",2026-12-03,ORD-CL-202612-000386,218343,2026-12-04,Santiago
11.212.451-0,Cliente 11212451,"Avenida Américo Vespucio 2037, Santiago, Chile",2026-12-03,ORD-CL-202612-000387,63448,2026-12-06,Las Condes
14.867.251-1,Cliente 14867251,"Calle Catedral 3440, Santiago, Chile",2026-12-03,ORD-CL-202612-000388,233447,2026-12-05,Independencia
16.887.774-4,Cliente 16887774,"Calle Estado 4661, Santiago, Chile",2026-12-03,ORD-CL-202612-000389,138462,2026-12-05,Puente Alto
20.779.131-3,Cliente Nuevo 20779131,"Avenida Matta 4095, Santiago, Chile",2026-12-03,ORD-CL-202612-000390,271645,2026-12-06,Providencia
19.651.236-1,Cliente Nuevo 19651236,"Avenida Pajaritos 235, Santiago, Chile",2026-12-03,ORD-CL-202612-000391,62295,2026-12-05,La Reina
14.245.334-6,Cliente Nuevo 14245334,"Calle Merced 5537, Santiago, Chile",2026-12-03,ORD-CL-202612-000392,290649,2026-12-06,Peñalolén
14.141.338-0,Cliente 14141338,"Avenida Matta 8464, Santiago, Chile",2026-12-03,ORD-CL-202612-000393,103222,2026-12-06,Independencia
6.127.937-4,Cliente 6127937,"Avenida Recoleta 3894, Santiago, Chile",2026-12-03,ORD-CL-202612-000394,96074,2026-12-05,Recoleta
18.590.669-7,Cliente Nuevo 18590669,"Calle Catedral 2624, Santiago, Chile",2026-12-03,ORD-CL-202612-000395,257589,2026-12-06,Santiago
8.652.464-3,Cliente 8652464,"Avenida Irarrázaval 228, Santiago, Chile",2026-12-03,ORD-CL-202612-000396,73856,2026-12-05,Estación Central
11.547.340-3,Cliente 11547340,"Avenida La Florida 9375, Santiago, Chile",2026-12-03,ORD-CL-202612-000397,68105,2026-12-06,La Reina
15.558.134-2,Cliente Nuevo 15558134,"Avenida Vitacura 5063, Santiago, Chile",2026-12-03,ORD-CL-202612-000398,106824,2026-12-05,Quinta Normal
21.087.190-3,Cliente Nuevo 21087190,"Avenida Pajaritos 7107, Santiago, Chile",2026-12-03,ORD-CL-202612-000399,150195,2026-12-06,Providencia
19.442.394-3,Cliente 19442394,"Avenida Américo Vespucio 3407, Santiago, Chile",2026-12-03,ORD-CL-202612-000400,277047,2026-12-06,Recoleta
8.687.840-7,Cliente Nuevo 8687840,"Avenida Vicuña Mackenna 2587, Santiago, Chile",2026-12-03,ORD-CL-202612-000401,82773,2026-12-07,Estación Central
21.668.211-6,Cliente 21668211,"Calle Catedral 9848, Santiago, Chile",2026-12-03,ORD-CL-202612-000402,276727,2026-12-05,La Reina
14.763.688-3,Cliente Nuevo 14763688,"Gran Avenida José Miguel Carrera 5636, Santiago, Chile",2026-12-03,ORD-CL-202612-000403,165612,2026-12-07,La Reina
19.442.394-3,Cliente 19442394,"Avenida Américo Vespucio 3407, Santiago, Chile",2026-12-03,ORD-CL-202612-000404,286117,2026-12-05,Recoleta
7.883.540-8,Cliente 7883540,"Avenida Pedro De Valdivia 7181, Santiago, Chile",2026-12-03,ORD-CL-202612-000405,293651,2026-12-06,Vitacura
14.206.573-5,Cliente Nuevo 14206573,"Avenida Recoleta 2761, Santiago, Chile",2026-12-03,ORD-CL-202612-000406,252154,2026-12-05,Santiago
18.485.626-3,Cliente Nuevo 18485626,"Calle Monjitas 5985, Santiago, Chile",2026-12-03,ORD-CL-202612-000407,188529,2026-12-05,Vitacura
10.321.726-6,Cliente 10321726,"Avenida Manuel Montt 6339, Santiago, Chile",2026-12-04,ORD-CL-202612-000408,123442,2026-12-06,Recoleta
12.590.437-9,Cliente Nuevo 12590437,"Calle Santo Domingo 3029, Santiago, Chile",2026-12-04,ORD-CL-202612-000409,114667,2026-12-07,Recoleta
20.538.144-4,Cliente Nuevo 20538144,"Calle Teatinos 3114, Santiago, Chile",2026-12-04,ORD-CL-202612-000410,260984,2026-12-06,Santiago
21.558.419-3,Cliente 21558419,"Calle San Antonio 1349, Santiago, Chile",2026-12-04,ORD-CL-202612-000411,198777,2026-12-06,Puente Alto
9.212.565-7,Cliente Nuevo 9212565,"Avenida Santa Rosa 7074, Santiago, Chile",2026-12-04,ORD-CL-202612-000412,234489,2026-12-07,Lo Prado
8.878.523-4,Cliente Nuevo 8878523,"Avenida Manuel Montt 5813, Santiago, Chile",2026-12-04,ORD-CL-202612-000413,155041,2026-12-07,Peñalolén
22.511.212-7,Cliente 22511212,"Calle Huérfanos 1261, Santiago, Chile",2026-12-04,ORD-CL-202612-000414,158166,2026-12-07,Peñalolén
14.972.766-4,Cliente 14972766,"Avenida Santa Rosa 7428, Santiago, Chile",2026-12-04,ORD-CL-202612-000415,321589,2026-12-07,Santiago
19.464.509-3,Cliente 19464509,"Avenida Libertador Bernardo O'Higgins 2778, Santiago, Chile",2026-12-04,ORD-CL-202612-000416,140447,2026-12-07,Recoleta
12.247.678-3,Cliente 12247678,"Avenida Apoquindo 3809, Santiago, Chile",2026-12-04,ORD-CL-202612-000417,152741,2026-12-07,Santiago
17.868.261-3,Cliente Nuevo 17868261,"Avenida Irarrázaval 4764, Santiago, Chile",2026-12-04,ORD-CL-202612-000418,254873,2026-12-08,Recoleta
10.595.944-8,Cliente Nuevo 10595944,"Calle Arturo Prat 9278, Santiago, Chile",2026-12-04,ORD-CL-202612-000419,247399,2026-12-07,Santiago
5.551.654-0,Cliente Nuevo 5551654,"Calle Monjitas 9410, Santiago, Chile",2026-12-04,ORD-CL-202612-000420,264296,2026-12-07,La Reina
14.004.174-2,Cliente 14004174,"Avenida Kennedy 5560, Santiago, Chile",2026-12-04,ORD-CL-202612-000421,196348,2026-12-06,Santiago
16.805.473-9,Cliente Nuevo 16805473,"Calle Santo Domingo 406, Santiago, Chile",2026-12-04,ORD-CL-202612-000422,126409,2026-12-08,Santiago
7.805.131-2,Cliente Nuevo 7805131,"Calle Bandera 3912, Santiago, Chile",2026-12-04,ORD-CL-202612-000423,191655,2026-12-06,Lo Prado
6.756.635-4,Cliente Nuevo 6756635,"Calle Bandera 9187, Santiago, Chile",2026-12-04,ORD-CL-202612-000424,228625,2026-12-06,Vitacura
15.199.393-7,Cliente Nuevo 15199393,"Avenida Irarrázaval 1804, Santiago, Chile",2026-12-04,ORD-CL-202612-000425,199232,2026-12-06,Santiago
20.756.914-7,Cliente Nuevo 20756914,"Avenida Vicuña Mackenna 208, Santiago, Chile",2026-12-04,ORD-CL-202612-000426,139630,2026-12-07,La Reina
11.266.059-7,Cliente Nuevo 11266059,"Avenida Las Condes 3397, Santiago, Chile",2026-12-04,ORD-CL-202612-000427,281609,2026-12-06,San Miguel
8.829.354-0,Cliente Nuevo 8829354,"Avenida Matta 1351, Santiago, Chile",2026-12-04,ORD-CL-202612-000428,146853,2026-12-06,Santiago
19.119.886-0,Cliente Nuevo 19119886,"Avenida Irarrázaval 2943, Santiago, Chile",2026-12-04,ORD-CL-202612-000429,112449,2026-12-07,Peñalolén
9.762.149-0,Cliente 9762149,"Calle Amunátegui 3663, Santiago, Chile",2026-12-04,ORD-CL-202612-000430,86135,2026-12-08,Santiago
15.512.435-0,Cliente 15512435,"Calle Merced 5050, Santiago, Chile",2026-12-04,ORD-CL-202612-000431,162054,2026-12-06,Puente Alto
7.486.777-6,Cliente 7486777,"Avenida Recoleta 4097, Santiago, Chile",2026-12-04,ORD-CL-202612-000432,90760,2026-12-07,Estación Central
14.458.746-3,Cliente Nuevo 14458746,"Avenida Kennedy 9107, Santiago, Chile",2026-12-04,ORD-CL-202612-000433,84161,2026-12-05,Recoleta
10.150.216-4,Cliente 10150216,"Avenida Kennedy 2183, Santiago, Chile",2026-12-04,ORD-CL-202612-000434,116930,2026-12-08,Lo Prado
8.005.663-1,Cliente Nuevo 8005663,"Avenida Pajaritos 7032, Santiago, Chile",2026-12-04,ORD-CL-202612-000435,118675,2026-12-08,La Reina
19.414.022-1,Cliente Nuevo 19414022,"Calle Santo Domingo 8278, Santiago, Chile",2026-12-04,ORD-CL-202612-000436,163804,2026-12-07,Santiago
20.589.339-7,Cliente 20589339,"Calle Santo Domingo 9749, Santiago, Chile",2026-12-04,ORD-CL-202612-000437,71578,2026-12-07,Santiago
19.243.880-6,Cliente Nuevo 19243880,"Avenida Vicuña Mackenna 3016, Santiago, Chile",2026-12-04,ORD-CL-202612-000438,152234,2026-12-08,Vitacura
10.332.125-2,Cliente 10332125,"Avenida Grecia 5268, Santiago, Chile",2026-12-04,ORD-CL-202612-000439,207746,2026-12-06,La Florida
8.897.012-2,Cliente Nuevo 8897012,"Avenida Mapocho 5746, Santiago, Chile",2026-12-04,ORD-CL-202612-000440,205290,2026-12-08,Vitacura
16.046.312-2,Cliente Nuevo 16046312,"Calle Merced 6001, Santiago, Chile",2026-12-04,ORD-CL-202612-000441,100654,2026-12-07,Independencia
16.976.124-3,Cliente 16976124,"Avenida Mapocho 5395, Santiago, Chile",2026-12-04,ORD-CL-202612-000442,162574,2026-12-06,Santiago
21.956.641-1,Cliente 21956641,"Gran Avenida José Miguel Carrera 1848, Santiago, Chile",2026-12-04,ORD-CL-202612-000443,184459,2026-12-07,Recoleta
7.574.356-3,Cliente 7574356,"Calle San Diego 5489, Santiago, Chile",2026-12-04,ORD-CL-202612-000444,151630,2026-12-06,Puente Alto
19.246.133-9,Cliente Nuevo 19246133,"Avenida Mapocho 4083, Santiago, Chile",2026-12-04,ORD-CL-202612-000445,182380,2026-12-06,La Florida
19.726.513-4,Cliente Nuevo 19726513,"Avenida Vitacura 4260, Santiago, Chile",2026-12-04,ORD-CL-202612-000446,298173,2026-12-06,Independencia
12.112.764-2,Cliente Nuevo 12112764,"Avenida Apoquindo 7063, Santiago, Chile",2026-12-04,ORD-CL-202612-000447,177578,2026-12-07,Providencia
16.263.178-2,Cliente Nuevo 16263178,"Calle Amunátegui 7235, Santiago, Chile",2026-12-04,ORD-CL-202612-000448,150492,2026-12-07,Quinta Normal
20.560.432-4,Cliente Nuevo 20560432,"Calle Morandé 6158, Santiago, Chile",2026-12-04,ORD-CL-202612-000449,77020,2026-12-06,Santiago
22.543.918-4,Cliente Nuevo 22543918,"Calle Catedral 3236, Santiago, Chile",2026-12-04,ORD-CL-202612-000450,70515,2026-12-06,Recoleta
12.764.048-9,Cliente 12764048,"Avenida Independencia 3560, Santiago, Chile",2026-12-04,ORD-CL-202612-000451,225368,2026-12-05,Santiago
16.508.612-7,Cliente Nuevo 16508612,"Avenida Vitacura 8184, Santiago, Chile",2026-12-04,ORD-CL-202612-000452,126887,2026-12-07,Recoleta
6.736.303-5,Cliente 6736303,"Avenida Manuel Montt 7039, Santiago, Chile",2026-12-04,ORD-CL-202612-000453,215999,2026-12-07,Santiago
19.950.985-0,Cliente Nuevo 19950985,"Avenida Tobalaba 8544, Santiago, Chile",2026-12-04,ORD-CL-202612-000454,72775,2026-12-08,Quinta Normal
21.785.699-3,Cliente 21785699,"Avenida Apoquindo 4280, Santiago, Chile",2026-12-04,ORD-CL-202612-000455,59302,2026-12-06,Independencia
13.139.013-9,Cliente Nuevo 13139013,"Avenida Vicuña Mackenna 9865, Santiago, Chile",2026-12-04,ORD-CL-202612-000456,212889,2026-12-06,La Reina
13.193.452-1,Cliente Nuevo 13193452,"Avenida Vicuña Mackenna 1848, Santiago, Chile",2026-12-04,ORD-CL-202612-000457,208661,2026-12-07,Lo Prado
17.704.869-3,Cliente Nuevo 17704869,"Avenida Libertador Bernardo O'Higgins 6740, Santiago, Chile",2026-12-04,ORD-CL-202612-000458,233460,2026-12-08,Estación Central
12.193.567-5,Cliente 12193567,"Avenida Independencia 9295, Santiago, Chile",2026-12-04,ORD-CL-202612-000459,178684,2026-12-08,Lo Prado
8.156.680-3,Cliente Nuevo 8156680,"Avenida Las Condes 6476, Santiago, Chile",2026-12-04,ORD-CL-202612-000460,252795,2026-12-07,Peñalolén
10.967.839-0,Cliente 10967839,"Avenida La Florida 9336, Santiago, Chile",2026-12-04,ORD-CL-202612-000461,315049,2026-12-07,Lo Prado
8.876.027-1,Cliente Nuevo 8876027,"Calle Morandé 3445, Santiago, Chile",2026-12-04,ORD-CL-202612-000462,148190,2026-12-07,Santiago
6.643.744-0,Cliente Nuevo 6643744,"Calle Teatinos 1106, Santiago, Chile",2026-12-04,ORD-CL-202612-000463,55035,2026-12-06,Santiago
17.918.205-5,Cliente Nuevo 17918205,"Avenida Manuel Montt 2121, Santiago, Chile",2026-12-04,ORD-CL-202612-000464,79858,2026-12-07,Peñalolén
15.305.122-8,Cliente 15305122,"Calle Morandé 7758, Santiago, Chile",2026-12-04,ORD-CL-202612-000465,163503,2026-12-05,Estación Central
20.657.286-2,Cliente 20657286,"Avenida Manuel Montt 8479, Santiago, Chile",2026-12-04,ORD-CL-202612-000466,152587,2026-12-06,La Florida
5.472.652-1,Cliente 5472652,"Calle Amunátegui 3124, Santiago, Chile",2026-12-04,ORD-CL-202612-000467,70422,2026-12-06,Vitacura
13.963.434-1,Cliente Nuevo 13963434,"Calle San Diego 3902, Santiago, Chile",2026-12-04,ORD-CL-202612-000468,179445,2026-12-06,La Reina
7.499.276-7,Cliente 7499276,"Calle Compañía De Jesús 5241, Santiago, Chile",2026-12-04,ORD-CL-202612-000469,166904,2026-12-06,Providencia
14.867.251-1,Cliente 14867251,"Calle Catedral 3440, Santiago, Chile",2026-12-04,ORD-CL-202612-000470,109571,2026-12-07,Independencia
11.781.750-3,Cliente 11781750,"Gran Avenida José Miguel Carrera 9176, Santiago, Chile",2026-12-04,ORD-CL-202612-000471,72905,2026-12-06,Santiago
16.302.192-8,Cliente 16302192,"Calle Bandera 5901, Santiago, Chile",2026-12-04,ORD-CL-202612-000472,72319,2026-12-06,La Florida
21.221.403-9,Cliente Nuevo 21221403,"Calle Huérfanos 2937, Santiago, Chile",2026-12-04,ORD-CL-202612-000473,78094,2026-12-07,Providencia
8.582.936-2,Cliente Nuevo 8582936,"Calle Catedral 9540, Santiago, Chile",2026-12-04,ORD-CL-202612-000474,282516,2026-12-08,La Reina
16.053.602-9,Cliente Nuevo 16053602,"Calle Amunátegui 4142, Santiago, Chile",2026-12-04,ORD-CL-202612-000475,296934,2026-12-07,Providencia
10.793.214-1,Cliente 10793214,"Calle Huérfanos 7037, Santiago, Chile",2026-12-04,ORD-CL-202612-000476,112454,2026-12-05,Santiago
14.729.367-0,Cliente 14729367,"Avenida Recoleta 1848, Santiago, Chile",2026-12-04,ORD-CL-202612-000477,112251,2026-12-06,Santiago
17.624.572-6,Cliente 17624572,"Calle San Antonio 960, Santiago, Chile",2026-12-04,ORD-CL-202612-000478,76992,2026-12-06,Peñalolén
17.107.543-6,Cliente 17107543,"Avenida Vicuña Mackenna 691, Santiago, Chile",2026-12-04,ORD-CL-202612-000479,243832,2026-12-08,Independencia
13.866.087-3,Cliente Nuevo 13866087,"Avenida Departamental 9238, Santiago, Chile",2026-12-04,ORD-CL-202612-000480,132051,2026-12-06,Providencia
8.313.740-6,Cliente 8313740,"Gran Avenida José Miguel Carrera 8043, Santiago, Chile",2026-12-04,ORD-CL-202612-000481,182742,2026-12-06,Santiago
15.998.202-2,Cliente Nuevo 15998202,"Calle Monjitas 6010, Santiago, Chile",2026-12-04,ORD-CL-202612-000482,71080,2026-12-06,Puente Alto
8.829.317-5,Cliente 8829317,"Avenida Providencia 4618, Santiago, Chile",2026-12-04,ORD-CL-202612-000483,119707,2026-12-06,La Reina
14.102.774-5,Cliente 14102774,"Avenida Independencia 8409, Santiago, Chile",2026-12-04,ORD-CL-202612-000484,100636,2026-12-08,Las Condes
5.879.412-3,Cliente Nuevo 5879412,"Calle Estado 300, Santiago, Chile",2026-12-04,ORD-CL-202612-000485,112460,2026-12-06,Santiago
10.796.031-2,Cliente 10796031,"Avenida Pajaritos 9591, Santiago, Chile",2026-12-04,ORD-CL-202612-000486,233350,2026-12-06,Santiago
9.490.310-5,Cliente 9490310,"Avenida Vicuña Mackenna 9874, Santiago, Chile",2026-12-04,ORD-CL-202612-000487,255830,2026-12-06,La Florida
20.396.809-1,Cliente Nuevo 20396809,"Avenida Grecia 8308, Santiago, Chile",2026-12-04,ORD-CL-202612-000488,151631,2026-12-08,Estación Central
14.917.705-7,Cliente 14917705,"Avenida Providencia 1570, Santiago, Chile",2026-12-04,ORD-CL-202612-000489,263389,2026-12-06,La Florida
5.472.652-1,Cliente 5472652,"Calle Amunátegui 3124, Santiago, Chile",2026-12-04,ORD-CL-202612-000490,250404,2026-12-06,Vitacura
11.157.992-0,Cliente Nuevo 11157992,"Avenida Pajaritos 8388, Santiago, Chile",2026-12-04,ORD-CL-202612-000491,99371,2026-12-06,Santiago
5.805.164-9,Cliente Nuevo 5805164,"Avenida Departamental 4173, Santiago, Chile",2026-12-04,ORD-CL-202612-000492,131396,2026-12-05,La Reina
22.003.359-2,Cliente Nuevo 22003359,"Avenida Libertador Bernardo O'Higgins 4013, Santiago, Chile",2026-12-04,ORD-CL-202612-000493,124540,2026-12-06,La Florida
11.304.512-5,Cliente 11304512,"Avenida Recoleta 5362, Santiago, Chile",2026-12-04,ORD-CL-202612-000494,288406,2026-12-06,Peñalolén
6.782.303-1,Cliente Nuevo 6782303,"Avenida Tobalaba 7894, Santiago, Chile",2026-12-04,ORD-CL-202612-000495,194565,2026-12-06,Estación Central
15.437.407-1,Cliente Nuevo 15437407,"Calle Santo Domingo 6677, Santiago, Chile",2026-12-05,ORD-CL-202612-000496,196695,2026-12-08,Quinta Normal
22.556.099-9,Cliente Nuevo 22556099,"Avenida Kennedy 6395, Santiago, Chile",2026-12-05,ORD-CL-202612-000497,69043,2026-12-07,Recoleta
16.513.880-6,Cliente Nuevo 16513880,"Avenida Las Condes 6382, Santiago, Chile",2026-12-05,ORD-CL-202612-000498,87329,2026-12-07,Vitacura
8.331.891-5,Cliente Nuevo 8331891,"Avenida Grecia 8650, Santiago, Chile",2026-12-05,ORD-CL-202612-000499,47493,2026-12-07,Independencia
16.822.988-5,Cliente 16822988,"Calle Teatinos 1540, Santiago, Chile",2026-12-05,ORD-CL-202612-000500,188879,2026-12-09,Providencia
14.429.807-9,Cliente 14429807,"Avenida Apoquindo 6788, Santiago, Chile",2026-12-05,ORD-CL-202612-000501,252352,2026-12-07,Independencia
15.029.322-2,Cliente 15029322,"Avenida Irarrázaval 3307, Santiago, Chile",2026-12-05,ORD-CL-202612-000502,262219,2026-12-08,Vitacura
12.122.288-8,Cliente Nuevo 12122288,"Avenida Las Condes 2361, Santiago, Chile",2026-12-05,ORD-CL-202612-000503,271564,2026-12-07,La Florida
5.834.790-3,Cliente Nuevo 5834790,"Avenida Independencia 8147, Santiago, Chile",2026-12-05,ORD-CL-202612-000504,235769,2026-12-08,La Reina
8.741.036-6,Cliente Nuevo 8741036,"Calle Monjitas 7214, Santiago, Chile",2026-12-05,ORD-CL-202612-000505,86034,2026-12-07,Quinta Normal
8.313.740-6,Cliente 8313740,"Gran Avenida José Miguel Carrera 8043, Santiago, Chile",2026-12-05,ORD-CL-202612-000506,166843,2026-12-09,Santiago
21.566.857-2,Cliente Nuevo 21566857,"Calle Morandé 4015, Santiago, Chile",2026-12-05,ORD-CL-202612-000507,36950,2026-12-08,Las Condes
6.820.648-0,Cliente 6820648,"Calle Compañía De Jesús 9929, Santiago, Chile",2026-12-05,ORD-CL-202612-000508,72228,2026-12-07,La Florida
12.287.194-3,Cliente 12287194,"Avenida Vicuña Mackenna 9322, Santiago, Chile",2026-12-05,ORD-CL-202612-000509,130216,2026-12-09,San Miguel
12.698.104-2,Cliente Nuevo 12698104,"Calle Estado 6949, Santiago, Chile",2026-12-05,ORD-CL-202612-000510,85275,2026-12-08,La Florida
21.054.860-0,Cliente Nuevo 21054860,"Avenida Libertador Bernardo O'Higgins 6781, Santiago, Chile",2026-12-05,ORD-CL-202612-000511,76608,2026-12-08,Quinta Normal
17.657.459-0,Cliente 17657459,"Avenida Macul 5525, Santiago, Chile",2026-12-05,ORD-CL-202612-000512,114594,2026-12-07,La Florida
8.903.786-7,Cliente Nuevo 8903786,"Avenida Departamental 1684, Santiago, Chile",2026-12-05,ORD-CL-202612-000513,125438,2026-12-07,San Miguel
14.428.682-3,Cliente 14428682,"Avenida Vicuña Mackenna 3183, Santiago, Chile",2026-12-05,ORD-CL-202612-000514,87482,2026-12-07,Estación Central
22.361.716-4,Cliente Nuevo 22361716,"Avenida Pajaritos 1316, Santiago, Chile",2026-12-05,ORD-CL-202612-000515,32564,2026-12-07,Independencia
16.478.394-3,Cliente Nuevo 16478394,"Avenida Las Condes 7366, Santiago, Chile",2026-12-05,ORD-CL-202612-000516,189206,2026-12-08,Providencia
14.772.588-5,Cliente Nuevo 14772588,"Avenida Departamental 5011, Santiago, Chile",2026-12-05,ORD-CL-202612-000517,128840,2026-12-07,Independencia
7.444.024-7,Cliente Nuevo 7444024,"Avenida Manuel Montt 531, Santiago, Chile",2026-12-05,ORD-CL-202612-000518,94285,2026-12-10,Las Condes
6.946.263-4,Cliente 6946263,"Avenida Manuel Montt 2881, Santiago, Chile",2026-12-05,ORD-CL-202612-000519,106735,2026-12-09,Quinta Normal
14.417.563-0,Cliente 14417563,"Gran Avenida José Miguel Carrera 2906, Santiago, Chile",2026-12-05,ORD-CL-202612-000520,86028,2026-12-07,Santiago
9.867.745-4,Cliente Nuevo 9867745,"Avenida Pedro De Valdivia 1553, Santiago, Chile",2026-12-05,ORD-CL-202612-000521,269249,2026-12-07,Santiago
13.458.560-5,Cliente 13458560,"Gran Avenida José Miguel Carrera 8857, Santiago, Chile",2026-12-05,ORD-CL-202612-000522,159701,2026-12-08,La Florida
6.438.229-6,Cliente 6438229,"Calle Merced 6576, Santiago, Chile",2026-12-05,ORD-CL-202612-000523,74778,2026-12-07,Puente Alto
20.080.354-5,Cliente Nuevo 20080354,"Avenida Matta 2150, Santiago, Chile",2026-12-05,ORD-CL-202612-000524,266274,2026-12-07,La Florida
6.370.573-0,Cliente Nuevo 6370573,"Calle Estado 1092, Santiago, Chile",2026-12-05,ORD-CL-202612-000525,113742,2026-12-09,La Reina
11.330.850-8,Cliente 11330850,"Avenida Pajaritos 9008, Santiago, Chile",2026-12-05,ORD-CL-202612-000526,97441,2026-12-07,Independencia
6.438.229-6,Cliente 6438229,"Calle Merced 6576, Santiago, Chile",2026-12-05,ORD-CL-202612-000527,173653,2026-12-07,Puente Alto
16.494.486-0,Cliente Nuevo 16494486,"Calle San Diego 6793, Santiago, Chile",2026-12-05,ORD-CL-202612-000528,265724,2026-12-08,Santiago
8.448.991-8,Cliente 8448991,"Avenida Providencia 7118, Santiago, Chile",2026-12-05,ORD-CL-202612-000529,114883,2026-12-08,Independencia
